"part","per","TL","BL","TR","BR","right","self_adv","other_adv","self_dis","other_dis","selfish"
125,128,35,25,60,0,1,60,0,35,25,1
125,129,29,31,34,26,1,34,26,29,31,1
125,130,55,5,29,31,0,55,5,29,31,1
125,131,35,25,55,5,1,55,5,35,25,1
125,132,50,10,35,25,0,50,10,35,25,1
125,133,55,5,32,28,0,55,5,32,28,1
125,134,34,26,27,33,0,34,26,27,33,1
125,135,28,32,40,20,1,40,20,28,32,1
125,136,15,45,50,10,1,50,10,15,45,1
125,137,60,0,15,45,0,60,0,15,45,1
125,138,39,21,50,10,1,50,10,39,21,1
125,139,35,25,32,28,0,35,25,32,28,1
125,140,30,30,39,21,1,39,21,30,30,1
125,141,57,3,60,0,1,60,0,57,3,1
125,142,31,29,45,15,1,45,15,31,29,1
125,143,39,21,40,20,1,40,20,39,21,1
125,144,40,20,45,15,1,45,15,40,20,1
125,145,45,15,25,35,0,45,15,25,35,1
125,146,50,10,27,33,0,50,10,27,33,1
125,147,34,26,60,0,1,60,0,34,26,1
125,148,40,20,26,34,0,40,20,26,34,1
125,149,23,37,40,20,1,40,20,23,37,1
125,150,50,10,26,34,0,50,10,26,34,1
125,151,35,25,45,15,1,45,15,35,25,1
125,152,33,27,50,10,1,50,10,33,27,1
125,153,40,20,35,25,0,40,20,35,25,1
125,154,39,21,32,28,0,39,21,32,28,1
125,155,60,0,50,10,1,60,0,50,10,0
125,156,30,30,33,27,1,33,27,30,30,1
125,157,60,0,39,21,1,60,0,39,21,0
125,158,32,28,57,3,1,57,3,32,28,1
125,159,10,50,57,3,1,57,3,10,50,1
125,160,60,0,10,50,0,60,0,10,50,1
125,161,35,25,33,27,0,35,25,33,27,1
125,162,55,5,23,37,0,55,5,23,37,1
125,163,39,21,37,23,0,39,21,37,23,1
125,164,34,26,35,25,1,35,25,34,26,1
125,165,35,25,29,31,0,35,25,29,31,1
125,166,60,0,37,23,0,60,0,37,23,1
125,167,57,3,40,20,0,57,3,40,20,1
125,168,60,0,0,60,0,60,0,0,60,1
125,169,32,28,37,23,1,37,23,32,28,1
125,170,57,3,45,15,0,57,3,45,15,1
125,171,20,40,60,0,1,60,0,20,40,1
125,172,37,23,57,3,1,57,3,37,23,1
125,173,31,29,39,21,1,39,21,31,29,1
125,174,33,27,57,3,1,57,3,33,27,1
125,175,21,39,55,5,1,55,5,21,39,1
125,176,37,23,26,34,0,37,23,26,34,1
125,177,27,33,55,5,1,55,5,27,33,1
125,178,33,27,40,20,1,40,20,33,27,1
125,179,26,34,45,15,1,45,15,26,34,1
125,180,57,3,30,30,0,57,3,30,30,1
125,181,34,26,31,29,0,34,26,31,29,1
125,182,34,26,30,30,0,34,26,30,30,1
126,1,39,21,25,35,0,39,21,25,35,1
126,2,39,21,23,37,0,39,21,23,37,1
126,3,57,3,26,34,1,57,3,26,34,0
126,4,34,26,55,5,1,55,5,34,26,1
126,5,45,15,15,45,0,45,15,15,45,1
126,6,32,28,57,3,1,57,3,32,28,1
126,7,34,26,31,29,0,34,26,31,29,1
126,8,21,39,45,15,1,45,15,21,39,1
126,9,32,28,40,20,1,40,20,32,28,1
126,10,21,39,60,0,1,60,0,21,39,1
126,11,60,0,29,31,0,60,0,29,31,1
126,12,30,30,45,15,1,45,15,30,30,1
126,13,39,21,40,20,1,40,20,39,21,1
126,14,60,0,32,28,0,60,0,32,28,1
126,15,34,26,27,33,0,34,26,27,33,1
126,16,27,33,60,0,1,60,0,27,33,1
126,17,20,40,55,5,1,55,5,20,40,1
126,18,50,10,27,33,0,50,10,27,33,1
126,19,57,3,5,55,0,57,3,5,55,1
126,20,55,5,33,27,0,55,5,33,27,1
126,21,60,0,33,27,0,60,0,33,27,1
126,22,50,10,35,25,0,50,10,35,25,1
126,23,37,23,30,30,0,37,23,30,30,1
126,24,45,15,29,31,0,45,15,29,31,1
126,25,37,23,35,25,0,37,23,35,25,1
126,26,25,35,50,10,1,50,10,25,35,1
126,27,60,0,25,35,0,60,0,25,35,1
126,28,33,27,37,23,1,37,23,33,27,1
126,29,26,34,45,15,1,45,15,26,34,1
126,30,40,20,30,30,0,40,20,30,30,1
126,31,50,10,26,34,0,50,10,26,34,1
126,32,55,5,25,35,0,55,5,25,35,1
126,33,31,29,45,15,1,45,15,31,29,1
126,34,37,23,34,26,0,37,23,34,26,1
126,35,27,33,33,27,1,33,27,27,33,1
126,36,39,21,28,32,0,39,21,28,32,1
126,37,55,5,39,21,0,55,5,39,21,1
126,38,33,27,32,28,0,33,27,32,28,1
126,39,23,37,57,3,1,57,3,23,37,1
126,40,15,45,57,3,1,57,3,15,45,1
126,41,50,10,40,20,0,50,10,40,20,1
126,42,25,35,37,23,1,37,23,25,35,1
126,43,50,10,31,29,0,50,10,31,29,1
126,44,33,27,40,20,1,40,20,33,27,1
126,45,28,32,50,10,1,50,10,28,32,1
126,46,57,3,20,40,0,57,3,20,40,1
126,47,33,27,28,32,0,33,27,28,32,1
126,48,40,20,26,34,0,40,20,26,34,1
126,49,28,32,32,28,1,32,28,28,32,1
126,50,33,27,50,10,1,50,10,33,27,1
126,51,31,29,55,5,1,55,5,31,29,1
126,52,60,0,10,50,0,60,0,10,50,1
126,53,60,0,50,10,0,60,0,50,10,1
126,54,23,37,37,23,1,37,23,23,37,1
126,55,50,10,34,26,0,50,10,34,26,1
126,56,57,3,60,0,1,60,0,57,3,1
126,57,35,25,55,5,1,55,5,35,25,1
126,58,45,15,60,0,1,60,0,45,15,1
126,59,40,20,35,25,0,40,20,35,25,1
126,60,26,34,35,25,1,35,25,26,34,1
126,61,37,23,27,33,0,37,23,27,33,1
126,62,34,26,39,21,1,39,21,34,26,1
126,63,31,29,29,31,0,31,29,29,31,1
126,64,29,31,50,10,1,50,10,29,31,1
126,65,35,25,45,15,1,45,15,35,25,1
126,66,57,3,45,15,0,57,3,45,15,1
126,67,32,28,31,29,0,32,28,31,29,1
126,68,32,28,50,10,1,50,10,32,28,1
126,69,45,15,28,32,0,45,15,28,32,1
126,70,30,30,35,25,1,35,25,30,30,1
126,71,29,31,37,23,1,37,23,29,31,1
126,72,29,31,40,20,1,40,20,29,31,1
126,73,34,26,26,34,0,34,26,26,34,1
126,74,35,25,60,0,1,60,0,35,25,1
126,75,40,20,45,15,1,45,15,40,20,1
126,76,45,15,55,5,1,55,5,45,15,1
126,77,60,0,23,37,0,60,0,23,37,1
126,78,37,23,26,34,0,37,23,26,34,1
126,79,30,30,39,21,1,39,21,30,30,1
126,80,35,25,29,31,0,35,25,29,31,1
126,81,57,3,35,25,0,57,3,35,25,1
126,82,34,26,45,15,1,45,15,34,26,1
126,83,40,20,34,26,0,40,20,34,26,1
126,84,57,3,30,30,0,57,3,30,30,1
126,85,25,35,40,20,1,40,20,25,35,1
126,86,57,3,3,57,0,57,3,3,57,1
126,87,31,29,33,27,1,33,27,31,29,1
126,88,40,20,27,33,0,40,20,27,33,1
126,89,34,26,30,30,0,34,26,30,30,1
126,90,45,15,37,23,0,45,15,37,23,1
126,91,10,50,57,3,1,57,3,10,50,1
126,92,28,32,40,20,1,40,20,28,32,1
126,93,26,34,55,5,1,55,5,26,34,1
126,94,29,31,34,26,1,34,26,29,31,1
126,95,27,33,39,21,1,39,21,27,33,1
126,96,15,45,50,10,1,50,10,15,45,1
126,97,30,30,55,5,1,55,5,30,30,1
126,98,57,3,31,29,0,57,3,31,29,1
126,99,25,35,57,3,1,57,3,25,35,1
126,100,28,32,57,3,1,57,3,28,32,1
126,101,55,5,10,50,0,55,5,10,50,1
126,102,32,28,34,26,1,34,26,32,28,1
126,103,45,15,33,27,0,45,15,33,27,1
126,104,55,5,32,28,0,55,5,32,28,1
126,105,60,0,37,23,0,60,0,37,23,1
126,106,39,21,32,28,0,39,21,32,28,1
126,107,30,30,33,27,1,33,27,30,30,1
126,108,20,40,60,0,1,60,0,20,40,1
126,109,27,33,35,25,1,35,25,27,33,1
126,110,26,34,60,0,1,60,0,26,34,1
126,111,35,25,39,21,1,39,21,35,25,1
126,112,40,20,21,39,0,40,20,21,39,1
126,113,30,30,60,0,1,60,0,30,30,1
126,114,28,32,34,26,1,34,26,28,32,1
126,115,33,27,57,3,1,57,3,33,27,1
126,116,10,50,50,10,1,50,10,10,50,1
126,117,40,20,55,5,1,55,5,40,20,1
126,118,33,27,34,26,1,34,26,33,27,1
126,119,40,20,31,29,0,40,20,31,29,1
126,120,21,39,39,21,1,39,21,21,39,1
126,121,27,33,55,5,1,55,5,27,33,1
126,122,57,3,34,26,0,57,3,34,26,1
126,123,39,21,33,27,0,39,21,33,27,1
126,124,5,55,55,5,1,55,5,5,55,1
126,125,34,26,60,0,1,60,0,34,26,1
126,126,35,25,28,32,0,35,25,28,32,1
126,127,39,21,29,31,0,39,21,29,31,1
126,128,26,34,39,21,1,39,21,26,34,1
126,129,50,10,21,39,0,50,10,21,39,1
126,130,37,23,57,3,1,57,3,37,23,1
126,131,39,21,37,23,0,39,21,37,23,1
126,132,50,10,20,40,0,50,10,20,40,1
126,133,55,5,37,23,0,55,5,37,23,1
126,134,55,5,29,31,0,55,5,29,31,1
126,135,60,0,55,5,0,60,0,55,5,1
126,136,45,15,23,37,0,45,15,23,37,1
126,137,32,28,37,23,1,37,23,32,28,1
126,138,39,21,50,10,1,50,10,39,21,1
126,139,35,25,32,28,0,35,25,32,28,1
126,140,27,33,45,15,1,45,15,27,33,1
126,141,55,5,28,32,0,55,5,28,32,1
126,142,29,31,57,3,1,57,3,29,31,1
126,143,37,23,40,20,1,40,20,37,23,1
126,144,40,20,20,40,0,40,20,20,40,1
126,145,55,5,15,45,0,55,5,15,45,1
126,146,39,21,57,3,1,57,3,39,21,1
126,147,29,31,32,28,1,32,28,29,31,1
126,148,45,15,25,35,0,45,15,25,35,1
126,149,31,29,60,0,1,60,0,31,29,1
126,150,31,29,35,25,1,35,25,31,29,1
126,151,50,10,30,30,0,50,10,30,30,1
126,152,57,3,40,20,0,57,3,40,20,1
126,153,20,40,45,15,1,45,15,20,40,1
126,154,5,55,60,0,1,60,0,5,55,1
126,155,33,27,29,31,0,33,27,29,31,1
126,156,60,0,28,32,0,60,0,28,32,1
126,157,57,3,27,33,0,57,3,27,33,1
126,158,35,25,25,35,0,35,25,25,35,1
126,159,31,29,39,21,1,39,21,31,29,1
126,160,37,23,31,29,0,37,23,31,29,1
126,161,34,26,35,25,1,35,25,34,26,1
126,162,55,5,50,10,0,55,5,50,10,1
126,163,45,15,32,28,0,45,15,32,28,1
126,164,32,28,30,30,0,32,28,30,30,1
126,165,23,37,50,10,1,50,10,23,37,1
126,166,37,23,50,10,1,50,10,37,23,1
126,167,23,37,40,20,1,40,20,23,37,1
126,168,3,57,60,0,1,60,0,3,57,1
126,169,40,20,60,0,1,60,0,40,20,1
126,170,45,15,39,21,0,45,15,39,21,1
126,171,30,30,31,29,1,31,29,30,30,1
126,172,60,0,15,45,0,60,0,15,45,1
126,173,50,10,57,3,0,57,3,50,10,0
126,174,50,10,45,15,0,50,10,45,15,1
126,175,55,5,23,37,0,55,5,23,37,1
126,176,60,0,0,60,0,60,0,0,60,1
126,177,57,3,21,39,0,57,3,21,39,1
126,178,60,0,39,21,0,60,0,39,21,1
126,179,21,39,55,5,1,55,5,21,39,1
126,180,55,5,57,3,1,57,3,55,5,1
126,181,28,32,37,23,1,37,23,28,32,1
126,182,35,25,33,27,0,35,25,33,27,1
127,1,34,26,35,25,1,35,25,34,26,1
127,2,28,32,37,23,1,37,23,28,32,1
127,3,45,15,39,21,0,45,15,39,21,1
127,4,29,31,32,28,1,32,28,29,31,1
127,5,39,21,32,28,0,39,21,32,28,1
127,6,45,15,28,32,0,45,15,28,32,1
127,7,40,20,26,34,0,40,20,26,34,1
127,8,23,37,40,20,1,40,20,23,37,1
127,9,55,5,32,28,0,55,5,32,28,1
127,10,29,31,50,10,1,50,10,29,31,1
127,11,26,34,45,15,1,45,15,26,34,1
127,12,34,26,55,5,1,55,5,34,26,1
127,13,50,10,35,25,0,50,10,35,25,1
127,14,34,26,31,29,0,34,26,31,29,1
127,15,10,50,50,10,1,50,10,10,50,1
127,16,60,0,23,37,0,60,0,23,37,1
127,17,33,27,37,23,1,37,23,33,27,1
127,18,33,27,50,10,1,50,10,33,27,1
127,19,23,37,57,3,1,57,3,23,37,1
127,20,37,23,31,29,0,37,23,31,29,1
127,21,27,33,33,27,1,33,27,27,33,1
127,22,31,29,45,15,1,45,15,31,29,1
127,23,30,30,31,29,1,31,29,30,30,1
127,24,57,3,40,20,0,57,3,40,20,1
127,25,40,20,31,29,0,40,20,31,29,1
127,26,3,57,60,0,1,60,0,3,57,1
127,27,35,25,25,35,0,35,25,25,35,1
127,28,33,27,40,20,1,40,20,33,27,1
127,29,45,15,55,5,1,55,5,45,15,1
127,30,60,0,28,32,0,60,0,28,32,1
127,31,55,5,15,45,0,55,5,15,45,1
127,32,60,0,25,35,0,60,0,25,35,1
127,33,34,26,26,34,0,34,26,26,34,1
127,34,35,25,33,27,0,35,25,33,27,1
127,35,21,39,39,21,1,39,21,21,39,1
127,36,57,3,31,29,0,57,3,31,29,1
127,37,50,10,30,30,0,50,10,30,30,1
127,38,30,30,45,15,1,45,15,30,30,1
127,39,35,25,32,28,0,35,25,32,28,1
127,40,57,3,60,0,1,60,0,57,3,1
127,41,15,45,57,3,1,57,3,15,45,1
127,42,31,29,29,31,0,31,29,29,31,1
127,43,37,23,57,3,1,57,3,37,23,1
127,44,34,26,45,15,1,45,15,34,26,1
127,45,55,5,25,35,0,55,5,25,35,1
127,46,21,39,55,5,1,55,5,21,39,1
127,47,39,21,25,35,0,39,21,25,35,1
127,48,57,3,5,55,0,57,3,5,55,1
127,49,32,28,40,20,1,40,20,32,28,1
127,50,57,3,21,39,0,57,3,21,39,1
127,51,35,25,29,31,0,35,25,29,31,1
127,52,27,33,55,5,1,55,5,27,33,1
127,53,34,26,27,33,0,34,26,27,33,1
127,54,50,10,27,33,0,50,10,27,33,1
127,55,39,21,28,32,0,39,21,28,32,1
127,56,34,26,30,30,0,34,26,30,30,1
127,57,32,28,30,30,0,32,28,30,30,1
127,58,39,21,40,20,1,40,20,39,21,1
127,59,40,20,21,39,0,40,20,21,39,1
127,60,55,5,57,3,1,57,3,55,5,1
127,61,40,20,55,5,1,55,5,40,20,1
127,62,32,28,57,3,1,57,3,32,28,1
127,63,28,32,40,20,1,40,20,28,32,1
127,64,10,50,57,3,1,57,3,10,50,1
127,65,55,5,28,32,0,55,5,28,32,1
127,66,57,3,30,30,0,57,3,30,30,1
127,67,55,5,33,27,0,55,5,33,27,1
127,68,40,20,27,33,0,40,20,27,33,1
127,69,5,55,60,0,1,60,0,5,55,1
127,70,25,35,37,23,1,37,23,25,35,1
127,71,35,25,55,5,1,55,5,35,25,1
127,72,40,20,35,25,0,40,20,35,25,1
127,73,20,40,55,5,1,55,5,20,40,1
127,74,31,29,35,25,1,35,25,31,29,1
127,75,34,26,39,21,1,39,21,34,26,1
127,76,5,55,55,5,1,55,5,5,55,1
127,77,60,0,50,10,0,60,0,50,10,1
127,78,30,30,33,27,1,33,27,30,30,1
127,79,37,23,34,26,0,37,23,34,26,1
127,80,57,3,45,15,0,57,3,45,15,1
127,81,30,30,55,5,1,55,5,30,30,1
127,82,39,21,37,23,0,39,21,37,23,1
127,83,32,28,34,26,1,34,26,32,28,1
127,84,57,3,34,26,0,57,3,34,26,1
127,85,40,20,45,15,1,45,15,40,20,1
127,86,55,5,50,10,0,55,5,50,10,1
127,87,23,37,37,23,1,37,23,23,37,1
127,88,23,37,50,10,1,50,10,23,37,1
127,89,37,23,30,30,0,37,23,30,30,1
127,90,37,23,40,20,1,40,20,37,23,1
127,91,50,10,34,26,0,50,10,34,26,1
127,92,45,15,15,45,0,45,15,15,45,1
127,93,25,35,50,10,1,50,10,25,35,1
127,94,30,30,60,0,1,60,0,30,30,1
127,95,33,27,28,32,0,33,27,28,32,1
127,96,31,29,39,21,1,39,21,31,29,1
127,97,45,15,29,31,0,45,15,29,31,1
127,98,50,10,21,39,0,50,10,21,39,1
127,99,60,0,10,50,0,60,0,10,50,1
127,100,26,34,39,21,1,39,21,26,34,1
127,101,28,32,32,28,1,32,28,28,32,1
127,102,57,3,26,34,0,57,3,26,34,1
127,103,55,5,39,21,0,55,5,39,21,1
127,104,28,32,50,10,1,50,10,28,32,1
127,105,27,33,39,21,1,39,21,27,33,1
127,106,39,21,50,10,1,50,10,39,21,1
127,107,45,15,33,27,0,45,15,33,27,1
127,108,32,28,31,29,0,32,28,31,29,1
127,109,39,21,57,3,1,57,3,39,21,1
127,110,50,10,31,29,0,50,10,31,29,1
127,111,45,15,32,28,0,45,15,32,28,1
127,112,34,26,60,0,1,60,0,34,26,1
127,113,35,25,60,0,1,60,0,35,25,1
127,114,50,10,26,34,0,50,10,26,34,1
127,115,32,28,37,23,1,37,23,32,28,1
127,116,45,15,60,0,1,60,0,45,15,1
127,117,26,34,35,25,1,35,25,26,34,1
127,118,55,5,10,50,0,55,5,10,50,1
127,119,60,0,37,23,0,60,0,37,23,1
127,120,29,31,37,23,1,37,23,29,31,1
127,121,39,21,29,31,0,39,21,29,31,1
127,122,30,30,35,25,1,35,25,30,30,1
127,123,21,39,45,15,1,45,15,21,39,1
127,124,33,27,57,3,1,57,3,33,27,1
127,125,29,31,34,26,1,34,26,29,31,1
127,126,60,0,15,45,0,60,0,15,45,1
127,127,60,0,33,27,0,60,0,33,27,1
127,128,27,33,45,15,1,45,15,27,33,1
127,129,21,39,60,0,1,60,0,21,39,1
127,130,60,0,32,28,0,60,0,32,28,1
127,131,55,5,29,31,0,55,5,29,31,1
127,132,57,3,27,33,0,57,3,27,33,1
127,133,28,32,34,26,1,34,26,28,32,1
127,134,40,20,60,0,1,60,0,40,20,1
127,135,60,0,0,60,0,60,0,0,60,1
127,136,20,40,60,0,1,60,0,20,40,1
127,137,50,10,40,20,0,50,10,40,20,1
127,138,27,33,35,25,1,35,25,27,33,1
127,139,40,20,30,30,0,40,20,30,30,1
127,140,40,20,20,40,0,40,20,20,40,1
127,141,40,20,34,26,0,40,20,34,26,1
127,142,26,34,55,5,1,55,5,26,34,1
127,143,39,21,23,37,0,39,21,23,37,1
127,144,50,10,20,40,0,50,10,20,40,1
127,145,27,33,60,0,1,60,0,27,33,1
127,146,55,5,23,37,0,55,5,23,37,1
127,147,28,32,57,3,1,57,3,28,32,1
127,148,35,25,45,15,1,45,15,35,25,1
127,149,55,5,37,23,0,55,5,37,23,1
127,150,15,45,50,10,1,50,10,15,45,1
127,151,33,27,29,31,0,33,27,29,31,1
127,152,57,3,35,25,0,57,3,35,25,1
127,153,30,30,39,21,1,39,21,30,30,1
127,154,35,25,39,21,1,39,21,35,25,1
127,155,25,35,57,3,1,57,3,25,35,1
127,156,20,40,45,15,1,45,15,20,40,1
127,157,60,0,39,21,0,60,0,39,21,1
127,158,33,27,34,26,1,34,26,33,27,1
127,159,37,23,26,34,0,37,23,26,34,1
127,160,25,35,40,20,1,40,20,25,35,1
127,161,45,15,25,35,0,45,15,25,35,1
127,162,37,23,35,25,0,37,23,35,25,1
127,163,29,31,40,20,1,40,20,29,31,1
127,164,29,31,57,3,1,57,3,29,31,1
127,165,35,25,28,32,0,35,25,28,32,1
127,166,60,0,55,5,0,60,0,55,5,1
127,167,57,3,3,57,0,57,3,3,57,1
127,168,57,3,20,40,0,57,3,20,40,1
127,169,32,28,50,10,1,50,10,32,28,1
127,170,31,29,55,5,1,55,5,31,29,1
127,171,26,34,60,0,1,60,0,26,34,1
127,172,60,0,29,31,0,60,0,29,31,1
127,173,50,10,57,3,1,57,3,50,10,1
127,174,45,15,37,23,0,45,15,37,23,1
127,175,50,10,45,15,0,50,10,45,15,1
127,176,39,21,33,27,0,39,21,33,27,1
127,177,33,27,32,28,0,33,27,32,28,1
127,178,37,23,50,10,1,50,10,37,23,1
127,179,37,23,27,33,0,37,23,27,33,1
127,180,31,29,60,0,1,60,0,31,29,1
127,181,31,29,33,27,1,33,27,31,29,1
127,182,45,15,23,37,0,45,15,23,37,1
128,1,26,34,45,15,1,45,15,26,34,1
128,2,29,31,50,10,0,50,10,29,31,0
128,3,27,33,45,15,1,45,15,27,33,1
128,4,33,27,29,31,1,33,27,29,31,0
128,5,60,0,32,28,1,60,0,32,28,0
128,6,32,28,31,29,0,32,28,31,29,1
128,7,23,37,57,3,1,57,3,23,37,1
128,8,23,37,37,23,1,37,23,23,37,1
128,9,60,0,55,5,1,60,0,55,5,0
128,10,27,33,60,0,0,60,0,27,33,0
128,11,37,23,57,3,1,57,3,37,23,1
128,12,15,45,50,10,1,50,10,15,45,1
128,13,40,20,55,5,1,55,5,40,20,1
128,14,55,5,28,32,0,55,5,28,32,1
128,15,60,0,39,21,1,60,0,39,21,0
128,16,33,27,32,28,1,33,27,32,28,0
128,17,57,3,40,20,0,57,3,40,20,1
128,18,60,0,23,37,0,60,0,23,37,1
128,19,37,23,35,25,0,37,23,35,25,1
128,20,31,29,29,31,0,31,29,29,31,1
128,21,45,15,25,35,0,45,15,25,35,1
128,22,37,23,30,30,0,37,23,30,30,1
128,23,39,21,23,37,0,39,21,23,37,1
128,24,39,21,33,27,0,39,21,33,27,1
128,25,25,35,50,10,1,50,10,25,35,1
128,26,30,30,55,5,1,55,5,30,30,1
128,27,60,0,15,45,0,60,0,15,45,1
128,28,35,25,55,5,1,55,5,35,25,1
128,29,31,29,35,25,1,35,25,31,29,1
128,30,30,30,45,15,1,45,15,30,30,1
128,31,40,20,34,26,0,40,20,34,26,1
128,32,57,3,27,33,0,57,3,27,33,1
128,33,45,15,23,37,0,45,15,23,37,1
128,34,35,25,32,28,0,35,25,32,28,1
128,35,25,35,57,3,1,57,3,25,35,1
128,36,55,5,32,28,0,55,5,32,28,1
128,37,31,29,33,27,1,33,27,31,29,1
128,38,34,26,26,34,0,34,26,26,34,1
128,39,32,28,50,10,1,50,10,32,28,1
128,40,50,10,34,26,0,50,10,34,26,1
128,41,57,3,31,29,0,57,3,31,29,1
128,42,32,28,37,23,1,37,23,32,28,1
128,43,60,0,25,35,0,60,0,25,35,1
128,44,37,23,50,10,1,50,10,37,23,1
128,45,29,31,32,28,1,32,28,29,31,1
128,46,40,20,20,40,0,40,20,20,40,1
128,47,37,23,34,26,0,37,23,34,26,1
128,48,26,34,39,21,1,39,21,26,34,1
128,49,50,10,21,39,0,50,10,21,39,1
128,50,20,40,60,0,1,60,0,20,40,1
128,51,26,34,60,0,1,60,0,26,34,1
128,52,50,10,45,15,0,50,10,45,15,1
128,53,55,5,25,35,0,55,5,25,35,1
128,54,39,21,50,10,1,50,10,39,21,1
128,55,28,32,50,10,1,50,10,28,32,1
128,56,57,3,60,0,1,60,0,57,3,1
128,57,21,39,60,0,1,60,0,21,39,1
128,58,57,3,45,15,0,57,3,45,15,1
128,59,55,5,57,3,1,57,3,55,5,1
128,60,29,31,57,3,1,57,3,29,31,1
128,61,57,3,3,57,0,57,3,3,57,1
128,62,25,35,37,23,1,37,23,25,35,1
128,63,15,45,57,3,1,57,3,15,45,1
128,64,33,27,34,26,1,34,26,33,27,1
128,65,35,25,45,15,1,45,15,35,25,1
128,66,50,10,26,34,0,50,10,26,34,1
128,67,31,29,60,0,0,60,0,31,29,0
128,68,10,50,50,10,1,50,10,10,50,1
128,69,40,20,27,33,0,40,20,27,33,1
128,70,39,21,32,28,0,39,21,32,28,1
128,71,45,15,32,28,0,45,15,32,28,1
128,72,34,26,60,0,1,60,0,34,26,1
128,73,60,0,28,32,0,60,0,28,32,1
128,74,39,21,37,23,0,39,21,37,23,1
128,75,57,3,30,30,0,57,3,30,30,1
128,76,27,33,35,25,1,35,25,27,33,1
128,77,33,27,40,20,1,40,20,33,27,1
128,78,31,29,55,5,1,55,5,31,29,1
128,79,40,20,31,29,0,40,20,31,29,1
128,80,27,33,39,21,1,39,21,27,33,1
128,81,40,20,35,25,0,40,20,35,25,1
128,82,39,21,25,35,0,39,21,25,35,1
128,83,35,25,39,21,1,39,21,35,25,1
128,84,34,26,30,30,0,34,26,30,30,1
128,85,45,15,39,21,0,45,15,39,21,1
128,86,45,15,55,5,1,55,5,45,15,1
128,87,33,27,57,3,1,57,3,33,27,1
128,88,28,32,32,28,1,32,28,28,32,1
128,89,34,26,55,5,1,55,5,34,26,1
128,90,34,26,27,33,0,34,26,27,33,1
128,91,40,20,26,34,0,40,20,26,34,1
128,92,35,25,60,0,1,60,0,35,25,1
128,93,20,40,55,5,1,55,5,20,40,1
128,94,23,37,50,10,1,50,10,23,37,1
128,95,40,20,60,0,0,60,0,40,20,0
128,96,50,10,27,33,0,50,10,27,33,1
128,97,28,32,57,3,1,57,3,28,32,1
128,98,30,30,39,21,1,39,21,30,30,1
128,99,60,0,37,23,1,60,0,37,23,0
128,100,21,39,45,15,1,45,15,21,39,1
128,101,37,23,26,34,0,37,23,26,34,1
128,102,55,5,29,31,0,55,5,29,31,1
128,103,55,5,33,27,0,55,5,33,27,1
128,104,60,0,33,27,1,60,0,33,27,0
128,105,5,55,60,0,1,60,0,5,55,1
128,106,28,32,34,26,0,34,26,28,32,0
128,107,32,28,57,3,1,57,3,32,28,1
128,108,30,30,35,25,1,35,25,30,30,1
128,109,37,23,27,33,0,37,23,27,33,1
128,110,35,25,25,35,0,35,25,25,35,1
128,111,55,5,10,50,0,55,5,10,50,1
128,112,50,10,40,20,0,50,10,40,20,1
128,113,29,31,37,23,1,37,23,29,31,1
128,114,60,0,29,31,1,60,0,29,31,0
128,115,34,26,39,21,1,39,21,34,26,1
128,116,3,57,60,0,1,60,0,3,57,1
128,117,45,15,60,0,0,60,0,45,15,0
128,118,32,28,30,30,0,32,28,30,30,1
128,119,57,3,34,26,0,57,3,34,26,1
128,120,40,20,45,15,1,45,15,40,20,1
128,121,33,27,37,23,1,37,23,33,27,1
128,122,30,30,60,0,1,60,0,30,30,1
128,123,34,26,45,15,1,45,15,34,26,1
128,124,21,39,39,21,1,39,21,21,39,1
128,125,29,31,40,20,1,40,20,29,31,1
128,126,35,25,29,31,0,35,25,29,31,1
128,127,28,32,40,20,1,40,20,28,32,1
128,128,55,5,23,37,0,55,5,23,37,1
128,129,55,5,15,45,0,55,5,15,45,1
128,130,57,3,21,39,0,57,3,21,39,1
128,131,55,5,37,23,0,55,5,37,23,1
128,132,57,3,26,34,0,57,3,26,34,1
128,133,57,3,35,25,0,57,3,35,25,1
128,134,10,50,57,3,1,57,3,10,50,1
128,135,55,5,39,21,0,55,5,39,21,1
128,136,21,39,55,5,1,55,5,21,39,1
128,137,45,15,33,27,0,45,15,33,27,1
128,138,60,0,50,10,1,60,0,50,10,0
128,139,34,26,35,25,1,35,25,34,26,1
128,140,30,30,31,29,1,31,29,30,30,1
128,141,33,27,50,10,1,50,10,33,27,1
128,142,35,25,33,27,0,35,25,33,27,1
128,143,28,32,37,23,1,37,23,28,32,1
128,144,30,30,33,27,1,33,27,30,30,1
128,145,45,15,15,45,0,45,15,15,45,1
128,146,39,21,28,32,0,39,21,28,32,1
128,147,57,3,20,40,0,57,3,20,40,1
128,148,50,10,30,30,0,50,10,30,30,1
128,149,27,33,55,5,1,55,5,27,33,1
128,150,50,10,31,29,0,50,10,31,29,1
128,151,26,34,35,25,1,35,25,26,34,1
128,152,40,20,21,39,0,40,20,21,39,1
128,153,45,15,37,23,0,45,15,37,23,1
128,154,60,0,10,50,1,60,0,10,50,0
128,155,55,5,50,10,0,55,5,50,10,1
128,156,39,21,40,20,1,40,20,39,21,1
128,157,50,10,35,25,0,50,10,35,25,1
128,158,60,0,0,60,0,60,0,0,60,1
128,159,39,21,29,31,0,39,21,29,31,1
128,160,37,23,31,29,0,37,23,31,29,1
128,161,37,23,40,20,1,40,20,37,23,1
128,162,5,55,55,5,1,55,5,5,55,1
